,SLX.13007.i701_i502,SLX.13007.i701_i503
ENSMUSG00000026915,278,340
ENSMUSG00000026917,271,202
ENSMUSG00000026918,280,288
ENSMUSG00000026921,68,65
ENSMUSG00000026922,105,63
ENSMUSG00000026923,163,127
ENSMUSG00000026924,168,161
ENSMUSG00000026925,45,26
ENSMUSG00000026926,223,265
ENSMUSG00000026927,45,37
ENSMUSG00000026928,96,95
ENSMUSG00000026930,73,41
ENSMUSG00000026932,13,25
ENSMUSG00000026933,51,36
ENSMUSG00000026939,9,15
ENSMUSG00000026941,5,11
ENSMUSG00000026942,30,47
ENSMUSG00000026944,410,407
ENSMUSG00000026946,47,30
ENSMUSG00000026955,162,126
ENSMUSG00000026956,146,119
ENSMUSG00000026958,14,25
ENSMUSG00000026960,115,62
ENSMUSG00000026965,163,128
ENSMUSG00000026966,178,126
ENSMUSG00000026970,142,139
ENSMUSG00000026972,131,105
ENSMUSG00000026974,208,130
ENSMUSG00000026975,60,39
ENSMUSG00000026977,112,113
ENSMUSG00000026979,246,214
ENSMUSG00000026980,0,6
ENSMUSG00000026981,9,0
ENSMUSG00000026987,235,231
ENSMUSG00000026988,16,22
ENSMUSG00000026991,27,9
ENSMUSG00000026994,17,10
ENSMUSG00000026999,23,10
ENSMUSG00000027001,26,12
ENSMUSG00000027002,1,0
ENSMUSG00000027006,398,473
ENSMUSG00000027007,473,454
ENSMUSG00000027009,688,596
ENSMUSG00000027010,184,138
ENSMUSG00000027011,109,118
ENSMUSG00000027012,132,133
ENSMUSG00000027014,59,55
ENSMUSG00000027018,344,329
ENSMUSG00000027035,439,334
ENSMUSG00000027067,892,790
ENSMUSG00000027071,37,42
ENSMUSG00000027074,249,208
ENSMUSG00000027075,56,33
ENSMUSG00000027076,64,56
ENSMUSG00000027078,7,4
ENSMUSG00000027079,112,89
ENSMUSG00000027080,95,66
ENSMUSG00000027082,45,48
ENSMUSG00000027086,39,25
ENSMUSG00000027087,69,49
ENSMUSG00000027088,29,15
ENSMUSG00000027091,180,130
ENSMUSG00000027099,153,102
ENSMUSG00000027104,184,133
ENSMUSG00000027108,252,209
ENSMUSG00000027109,157,132
ENSMUSG00000027111,403,399
ENSMUSG00000027115,71,60
ENSMUSG00000027122,54,22
ENSMUSG00000027130,136,125
ENSMUSG00000027131,123,73
ENSMUSG00000027132,16,30
ENSMUSG00000027133,406,259
ENSMUSG00000027134,28,27
ENSMUSG00000027160,116,121
ENSMUSG00000027162,159,125
ENSMUSG00000027163,37,14
ENSMUSG00000027164,154,128
ENSMUSG00000027165,35,13
ENSMUSG00000027166,49,26
ENSMUSG00000027167,21,26
ENSMUSG00000027170,318,235
ENSMUSG00000027171,8,8
ENSMUSG00000027175,7,4
ENSMUSG00000027176,133,80
ENSMUSG00000027177,179,166
ENSMUSG00000027180,229,181
ENSMUSG00000027184,1095,1115
ENSMUSG00000027185,99,86
ENSMUSG00000027187,197,152
ENSMUSG00000027189,166,132
ENSMUSG00000027193,350,268
ENSMUSG00000027194,66,51
ENSMUSG00000027195,181,149
ENSMUSG00000027198,107,105
ENSMUSG00000027199,7,5
ENSMUSG00000027201,35,16
ENSMUSG00000027203,497,411
ENSMUSG00000027206,253,174
ENSMUSG00000027207,106,64
ENSMUSG00000027215,48,31
ENSMUSG00000027219,28,49
ENSMUSG00000027221,2,0
ENSMUSG00000027222,41,42
ENSMUSG00000027227,285,190
ENSMUSG00000027230,8,3
ENSMUSG00000027236,35,22
ENSMUSG00000027238,1,0
ENSMUSG00000027239,0,2
ENSMUSG00000027242,74,74
ENSMUSG00000027243,50,24
ENSMUSG00000027244,103,75
ENSMUSG00000027245,20,12
ENSMUSG00000027247,132,76
ENSMUSG00000027248,1061,883
ENSMUSG00000027249,0,0
ENSMUSG00000027255,49,35
ENSMUSG00000027259,23,16
ENSMUSG00000027263,73,54
ENSMUSG00000027272,170,151
ENSMUSG00000027274,13,5
ENSMUSG00000027276,9,18
ENSMUSG00000027281,30,42
ENSMUSG00000027282,360,249
ENSMUSG00000027284,38,41
ENSMUSG00000027285,39,56
ENSMUSG00000027286,11,14
ENSMUSG00000027287,110,83
ENSMUSG00000027288,392,306
ENSMUSG00000027291,166,141
ENSMUSG00000027293,156,142
ENSMUSG00000027298,2,0
ENSMUSG00000027300,39,17
ENSMUSG00000027303,200,188
ENSMUSG00000027304,135,87
ENSMUSG00000027305,64,35
ENSMUSG00000027306,87,98
ENSMUSG00000027309,38,27
ENSMUSG00000027312,90,74
ENSMUSG00000027313,9,3
ENSMUSG00000027323,223,185
ENSMUSG00000027324,29,38
ENSMUSG00000027326,284,300
ENSMUSG00000027327,77,66
ENSMUSG00000027330,71,61
ENSMUSG00000027331,125,112
ENSMUSG00000027332,128,101
ENSMUSG00000027333,46,25
ENSMUSG00000027339,90,80
ENSMUSG00000027340,44,62
ENSMUSG00000027341,29,31
ENSMUSG00000027342,260,245
ENSMUSG00000027346,33,55
ENSMUSG00000027349,32,25
ENSMUSG00000027351,203,147
ENSMUSG00000027353,63,49
ENSMUSG00000027357,67,60
ENSMUSG00000027358,2,0
ENSMUSG00000027360,0,0
ENSMUSG00000027361,105,74
ENSMUSG00000027363,216,197
ENSMUSG00000027364,5,0
ENSMUSG00000027365,471,411
ENSMUSG00000027366,235,197
ENSMUSG00000027367,278,278
ENSMUSG00000027368,142,139
ENSMUSG00000027371,66,21
ENSMUSG00000027374,78,101
ENSMUSG00000027378,80,87
ENSMUSG00000027379,218,178
ENSMUSG00000027381,27,44
ENSMUSG00000027384,32,22
ENSMUSG00000027386,0,0
ENSMUSG00000027387,14,18
ENSMUSG00000027394,11,12
ENSMUSG00000027395,156,114
ENSMUSG00000027397,172,80
ENSMUSG00000027401,1,0
ENSMUSG00000027404,703,566
ENSMUSG00000027405,489,356
ENSMUSG00000027406,324,261
ENSMUSG00000027411,159,104
ENSMUSG00000027422,302,170
ENSMUSG00000027423,783,739
ENSMUSG00000027424,73,80
ENSMUSG00000027425,90,82
ENSMUSG00000027427,53,58
ENSMUSG00000027428,7,2
ENSMUSG00000027429,205,167
ENSMUSG00000027430,81,85
ENSMUSG00000027433,427,307
ENSMUSG00000027435,397,354
ENSMUSG00000027438,6,10
ENSMUSG00000027439,103,66
ENSMUSG00000027447,610,427
ENSMUSG00000027452,37,29
ENSMUSG00000027454,95,93
ENSMUSG00000027455,138,83
ENSMUSG00000027459,40,23
ENSMUSG00000027465,152,96
ENSMUSG00000027466,296,276
ENSMUSG00000027469,260,248
ENSMUSG00000027472,313,257
ENSMUSG00000027474,2,1
ENSMUSG00000027475,32,21
ENSMUSG00000027478,119,91
ENSMUSG00000027479,342,249
ENSMUSG00000027487,35,15
ENSMUSG00000027489,2,0
ENSMUSG00000027490,104,66
ENSMUSG00000027495,10,5
ENSMUSG00000027496,124,120
ENSMUSG00000027498,107,116
ENSMUSG00000027502,201,179
ENSMUSG00000027506,113,53
ENSMUSG00000027508,48,42
ENSMUSG00000027509,244,194
ENSMUSG00000027510,142,80
ENSMUSG00000027519,70,71
ENSMUSG00000027522,124,79
ENSMUSG00000027523,22,14
ENSMUSG00000027531,167,109
ENSMUSG00000027533,64,48
ENSMUSG00000027534,5,13
ENSMUSG00000027536,0,2
ENSMUSG00000027540,142,120
ENSMUSG00000027550,144,113
ENSMUSG00000027551,37,28
ENSMUSG00000027552,8,29
ENSMUSG00000027559,54,16
ENSMUSG00000027562,446,374
ENSMUSG00000027566,839,606
ENSMUSG00000027569,57,76
ENSMUSG00000027573,114,75
ENSMUSG00000027575,66,70
ENSMUSG00000027580,66,46
ENSMUSG00000027582,45,51
ENSMUSG00000027589,50,35
ENSMUSG00000027593,158,174
ENSMUSG00000027597,80,63
ENSMUSG00000027598,82,81
ENSMUSG00000027599,158,113
ENSMUSG00000027601,71,71
ENSMUSG00000027602,3,2
ENSMUSG00000027605,10,1
ENSMUSG00000027610,53,18
ENSMUSG00000027611,0,1
ENSMUSG00000027613,328,306
ENSMUSG00000027615,96,45
ENSMUSG00000027618,90,94
ENSMUSG00000027620,641,390
ENSMUSG00000027628,63,52
ENSMUSG00000027630,319,288
ENSMUSG00000027634,68,53
ENSMUSG00000027635,54,59
ENSMUSG00000027636,13,7
ENSMUSG00000027637,235,142
ENSMUSG00000027639,114,110
ENSMUSG00000027641,161,167
ENSMUSG00000027642,919,788
ENSMUSG00000027649,114,91
ENSMUSG00000027650,89,67
ENSMUSG00000027651,152,121
ENSMUSG00000027652,86,83
ENSMUSG00000027654,48,35
ENSMUSG00000027655,59,41
ENSMUSG00000027660,28,29
ENSMUSG00000027663,1,6
ENSMUSG00000027665,109,96
ENSMUSG00000027667,64,44
ENSMUSG00000027668,104,54
ENSMUSG00000027669,13,9
ENSMUSG00000027671,269,220
ENSMUSG00000027673,341,259
ENSMUSG00000027674,2,1
ENSMUSG00000027677,198,170
ENSMUSG00000027678,121,99
ENSMUSG00000027679,55,23
ENSMUSG00000027680,175,127
ENSMUSG00000027692,31,41
ENSMUSG00000027695,11,10
ENSMUSG00000027698,21,26
ENSMUSG00000027699,168,149
ENSMUSG00000027706,183,128
ENSMUSG00000027708,141,91
ENSMUSG00000027709,83,62
ENSMUSG00000027710,97,78
ENSMUSG00000027712,140,125
ENSMUSG00000027714,117,67
ENSMUSG00000027715,364,378
ENSMUSG00000027722,116,97
ENSMUSG00000027737,2,1
ENSMUSG00000027739,18,8
ENSMUSG00000027742,64,45
ENSMUSG00000027746,84,42
ENSMUSG00000027750,64,46
ENSMUSG00000027751,218,132
ENSMUSG00000027752,221,170
ENSMUSG00000027763,1319,1085
ENSMUSG00000027770,225,188
ENSMUSG00000027774,177,122
ENSMUSG00000027775,196,177
ENSMUSG00000027776,163,106
ENSMUSG00000027778,40,48
ENSMUSG00000027782,109,144
ENSMUSG00000027784,0,0
ENSMUSG00000027787,230,205
ENSMUSG00000027804,255,224
ENSMUSG00000027805,15,0
ENSMUSG00000027806,34,49
ENSMUSG00000027808,582,479
ENSMUSG00000027809,82,89
ENSMUSG00000027810,275,188
ENSMUSG00000027811,42,46
ENSMUSG00000027822,37,32
ENSMUSG00000027823,376,332
ENSMUSG00000027827,18,8
ENSMUSG00000027828,628,572
ENSMUSG00000027829,166,165
ENSMUSG00000027834,0,3
ENSMUSG00000027835,30,32
ENSMUSG00000027840,8,0
ENSMUSG00000027843,43,37
ENSMUSG00000027845,60,77
ENSMUSG00000027852,257,212
ENSMUSG00000027854,126,69
ENSMUSG00000027857,1,0
ENSMUSG00000027858,73,45
ENSMUSG00000027865,71,52
ENSMUSG00000027878,227,249
ENSMUSG00000027879,177,134
ENSMUSG00000027881,294,253
ENSMUSG00000027882,26,35
ENSMUSG00000027883,57,34
ENSMUSG00000027884,75,60
ENSMUSG00000027889,162,151
ENSMUSG00000027890,21,13
ENSMUSG00000027893,252,243
ENSMUSG00000027896,9,17
ENSMUSG00000027900,47,22
ENSMUSG00000027901,50,35
ENSMUSG00000027905,84,78
ENSMUSG00000027907,29,14
ENSMUSG00000027932,12,3
ENSMUSG00000027933,106,70
ENSMUSG00000027935,1,0
ENSMUSG00000027936,39,41
ENSMUSG00000027937,154,115
ENSMUSG00000027939,8,0
ENSMUSG00000027940,443,338
ENSMUSG00000027942,108,54
ENSMUSG00000027944,33,19
ENSMUSG00000027947,54,22
ENSMUSG00000027950,1,0
ENSMUSG00000027951,67,51
ENSMUSG00000027952,75,51
ENSMUSG00000027953,88,70
ENSMUSG00000027955,4,0
ENSMUSG00000027956,1,3
ENSMUSG00000027957,62,69
ENSMUSG00000027959,85,69
ENSMUSG00000027963,7,4
ENSMUSG00000027968,101,104
ENSMUSG00000027981,66,39
ENSMUSG00000027984,171,102
ENSMUSG00000027994,0,0
ENSMUSG00000027995,18,19
ENSMUSG00000027997,57,42
ENSMUSG00000027998,132,93
ENSMUSG00000027999,28,23
ENSMUSG00000028004,0,4
ENSMUSG00000028010,55,34
ENSMUSG00000028013,118,99
ENSMUSG00000028015,57,65
ENSMUSG00000028016,24,59
ENSMUSG00000028017,0,8
ENSMUSG00000028018,74,74
ENSMUSG00000028028,16,18
ENSMUSG00000028029,143,105
ENSMUSG00000028030,97,81
ENSMUSG00000028032,63,50
ENSMUSG00000028033,31,30
ENSMUSG00000028034,639,458
ENSMUSG00000028035,29,9
ENSMUSG00000028040,5,6
ENSMUSG00000028041,131,121
ENSMUSG00000028042,3,7
ENSMUSG00000028044,330,284
ENSMUSG00000028048,116,95
ENSMUSG00000028049,80,80
ENSMUSG00000028051,0,1
ENSMUSG00000028053,311,347
ENSMUSG00000028057,34,24
ENSMUSG00000028059,306,292
ENSMUSG00000028060,140,89
ENSMUSG00000028062,97,80
ENSMUSG00000028063,16,15
ENSMUSG00000028064,45,24
ENSMUSG00000028066,167,163
ENSMUSG00000028068,49,62
ENSMUSG00000028069,165,108
ENSMUSG00000028070,176,169
ENSMUSG00000028073,29,29
ENSMUSG00000028076,64,77
ENSMUSG00000028078,10,16
ENSMUSG00000028080,120,97
ENSMUSG00000028081,752,553
ENSMUSG00000028082,151,130
ENSMUSG00000028085,78,42
ENSMUSG00000028086,54,45
ENSMUSG00000028089,95,83
ENSMUSG00000028093,46,34
ENSMUSG00000028096,59,61
ENSMUSG00000028098,141,94
ENSMUSG00000028099,147,133
ENSMUSG00000028101,15,19
ENSMUSG00000028102,79,60
ENSMUSG00000028104,23,12
ENSMUSG00000028106,221,211
ENSMUSG00000028107,125,121
ENSMUSG00000028108,2,2
ENSMUSG00000028114,43,51
ENSMUSG00000028124,73,88
ENSMUSG00000028126,69,42
ENSMUSG00000028127,86,58
ENSMUSG00000028133,6,7
ENSMUSG00000028134,83,65
ENSMUSG00000028136,196,146
ENSMUSG00000028138,356,312
ENSMUSG00000028140,117,102
ENSMUSG00000028145,10,5
ENSMUSG00000028149,129,145
ENSMUSG00000028152,89,84
ENSMUSG00000028156,184,145
ENSMUSG00000028158,4,7
ENSMUSG00000028159,194,156
ENSMUSG00000028161,48,49
ENSMUSG00000028163,193,151
ENSMUSG00000028164,156,179
ENSMUSG00000028165,192,126
ENSMUSG00000028173,159,82
ENSMUSG00000028175,5,11
ENSMUSG00000028180,338,304
ENSMUSG00000028182,2,1
ENSMUSG00000028187,239,153
ENSMUSG00000028188,3,5
ENSMUSG00000028189,27,25
ENSMUSG00000028191,62,43
ENSMUSG00000028199,36,40
ENSMUSG00000028207,405,306
ENSMUSG00000028211,30,34
ENSMUSG00000028212,57,36
ENSMUSG00000028214,33,23
ENSMUSG00000028217,0,0
ENSMUSG00000028218,73,87
ENSMUSG00000028221,74,58
ENSMUSG00000028223,90,74
ENSMUSG00000028224,66,57
ENSMUSG00000028228,159,140
ENSMUSG00000028229,23,25
ENSMUSG00000028232,43,50
ENSMUSG00000028233,155,92
ENSMUSG00000028234,806,559
ENSMUSG00000028243,26,37
ENSMUSG00000028245,193,166
ENSMUSG00000028247,35,23
ENSMUSG00000028248,311,290
ENSMUSG00000028249,603,459
ENSMUSG00000028251,25,12
ENSMUSG00000028252,58,32
ENSMUSG00000028256,60,27
ENSMUSG00000028261,68,87
ENSMUSG00000028266,113,122
ENSMUSG00000028268,15,16
ENSMUSG00000028270,1,6
ENSMUSG00000028271,146,84
ENSMUSG00000028273,18,10
ENSMUSG00000028274,102,75
ENSMUSG00000028277,92,61
ENSMUSG00000028282,262,145
ENSMUSG00000028284,144,113
ENSMUSG00000028289,230,246
ENSMUSG00000028291,80,68
ENSMUSG00000028292,120,85
ENSMUSG00000028293,82,79
ENSMUSG00000028295,20,23
ENSMUSG00000028300,12,8
ENSMUSG00000028309,137,127
ENSMUSG00000028312,756,582
ENSMUSG00000028318,58,46
ENSMUSG00000028322,169,94
ENSMUSG00000028329,33,29
ENSMUSG00000028330,218,194
ENSMUSG00000028331,29,28
ENSMUSG00000028333,742,565
ENSMUSG00000028334,200,163
ENSMUSG00000028337,375,345
ENSMUSG00000028343,135,137
ENSMUSG00000028344,34,26
ENSMUSG00000028345,117,93
ENSMUSG00000028367,534,452
ENSMUSG00000028369,6,7
ENSMUSG00000028370,24,21
ENSMUSG00000028378,84,58
ENSMUSG00000028381,86,75
ENSMUSG00000028382,624,526
ENSMUSG00000028383,27,17
ENSMUSG00000028385,137,111
ENSMUSG00000028386,5,0
ENSMUSG00000028391,16,7
ENSMUSG00000028392,0,5
ENSMUSG00000028393,43,20
ENSMUSG00000028394,174,140
ENSMUSG00000028397,58,63
ENSMUSG00000028398,49,41
ENSMUSG00000028403,95,73
ENSMUSG00000028405,81,65
ENSMUSG00000028407,14,7
ENSMUSG00000028409,314,248
ENSMUSG00000028410,171,108
ENSMUSG00000028411,41,62
ENSMUSG00000028412,14,21
ENSMUSG00000028413,130,187
ENSMUSG00000028414,62,25
ENSMUSG00000028416,461,350
ENSMUSG00000028419,76,61
ENSMUSG00000028420,43,23
ENSMUSG00000028423,294,252
ENSMUSG00000028426,95,67
ENSMUSG00000028430,142,155
ENSMUSG00000028431,199,155
ENSMUSG00000028433,310,244
ENSMUSG00000028436,227,222
ENSMUSG00000028437,119,51
ENSMUSG00000028438,42,65
ENSMUSG00000028443,39,14
ENSMUSG00000028445,3,0
ENSMUSG00000028447,124,121
ENSMUSG00000028452,149,98
ENSMUSG00000028453,64,15
ENSMUSG00000028454,15,28
ENSMUSG00000028455,232,165
ENSMUSG00000028458,17,31
ENSMUSG00000028459,351,252
ENSMUSG00000028460,0,3
ENSMUSG00000028461,66,72
ENSMUSG00000028463,35,45
ENSMUSG00000028465,1387,1304
ENSMUSG00000028466,9,32
ENSMUSG00000028467,32,24
ENSMUSG00000028468,73,83
ENSMUSG00000028470,79,17
ENSMUSG00000028476,11,11
ENSMUSG00000028478,575,391
ENSMUSG00000028479,81,93
ENSMUSG00000028480,45,39
ENSMUSG00000028483,91,48
ENSMUSG00000028484,179,152
ENSMUSG00000028488,3,11
ENSMUSG00000028494,87,82
ENSMUSG00000028495,14,9
ENSMUSG00000028496,464,305
ENSMUSG00000028497,28,18
ENSMUSG00000028514,145,141
ENSMUSG00000028519,16,12
ENSMUSG00000028521,31,44
ENSMUSG00000028522,120,147
ENSMUSG00000028525,197,163
ENSMUSG00000028527,15,5
ENSMUSG00000028528,91,79
ENSMUSG00000028530,351,302
ENSMUSG00000028538,20,19
ENSMUSG00000028540,26,33
ENSMUSG00000028549,30,29
ENSMUSG00000028550,19,24
ENSMUSG00000028551,540,467
ENSMUSG00000028552,86,93
ENSMUSG00000028553,0,14
ENSMUSG00000028555,1,0
ENSMUSG00000028556,182,123
ENSMUSG00000028557,124,86
ENSMUSG00000028559,129,116
ENSMUSG00000028560,282,243
ENSMUSG00000028563,51,20
ENSMUSG00000028565,6,2
ENSMUSG00000028567,67,54
ENSMUSG00000028568,30,26
ENSMUSG00000028573,10,13
ENSMUSG00000028576,44,44
ENSMUSG00000028577,257,173
ENSMUSG00000028578,31,18
ENSMUSG00000028580,280,229
ENSMUSG00000028581,1264,971
ENSMUSG00000028582,59,59
ENSMUSG00000028587,34,36
ENSMUSG00000028599,70,72
ENSMUSG00000028603,76,92
ENSMUSG00000028607,97,69
ENSMUSG00000028608,76,85
ENSMUSG00000028609,166,126
ENSMUSG00000028613,183,132
ENSMUSG00000028614,201,218
ENSMUSG00000028617,13,4
ENSMUSG00000028618,564,392
ENSMUSG00000028619,33,19
ENSMUSG00000028621,7,10
ENSMUSG00000028622,103,116
ENSMUSG00000028629,74,30
ENSMUSG00000028630,41,43
ENSMUSG00000028633,182,131
ENSMUSG00000028634,2,7
ENSMUSG00000028636,28,19
ENSMUSG00000028639,941,829
ENSMUSG00000028641,13,11
ENSMUSG00000028643,33,22
ENSMUSG00000028645,87,33
ENSMUSG00000028646,142,98
ENSMUSG00000028647,41,37
ENSMUSG00000028648,24,16
ENSMUSG00000028649,807,668
ENSMUSG00000028651,78,83
ENSMUSG00000028653,49,25
ENSMUSG00000028655,4,19
ENSMUSG00000028656,304,229
ENSMUSG00000028657,245,166
ENSMUSG00000028664,8,12
ENSMUSG00000028668,209,180
ENSMUSG00000028669,77,82
ENSMUSG00000028670,87,74
ENSMUSG00000028671,28,20
ENSMUSG00000028672,61,64
ENSMUSG00000028673,96,77
ENSMUSG00000028675,161,134
ENSMUSG00000028676,201,189
ENSMUSG00000028677,322,261
ENSMUSG00000028678,145,107
ENSMUSG00000028680,12,1
ENSMUSG00000028683,117,106
ENSMUSG00000028684,74,67
ENSMUSG00000028687,19,9
ENSMUSG00000028688,29,20
ENSMUSG00000028689,29,34
ENSMUSG00000028690,106,88
ENSMUSG00000028691,402,329
ENSMUSG00000028692,977,736
ENSMUSG00000028693,374,303
ENSMUSG00000028696,23,34
ENSMUSG00000028700,77,65
ENSMUSG00000028701,11,7
ENSMUSG00000028702,141,106
ENSMUSG00000028703,56,80
ENSMUSG00000028706,40,30
ENSMUSG00000028708,39,58
ENSMUSG00000028709,31,34
ENSMUSG00000028710,19,13
ENSMUSG00000028717,60,36
ENSMUSG00000028718,97,119
ENSMUSG00000028719,226,207
ENSMUSG00000028729,232,219
ENSMUSG00000028737,33,28
ENSMUSG00000028741,103,103
ENSMUSG00000028743,118,88
ENSMUSG00000028744,22,11
ENSMUSG00000028745,711,589
ENSMUSG00000028756,62,45
ENSMUSG00000028757,873,654
ENSMUSG00000028758,53,23
ENSMUSG00000028759,530,438
ENSMUSG00000028760,297,234
ENSMUSG00000028763,40,33
ENSMUSG00000028766,0,0
ENSMUSG00000028771,45,35
ENSMUSG00000028772,123,125
ENSMUSG00000028776,0,0
ENSMUSG00000028779,102,93
ENSMUSG00000028784,4,5
ENSMUSG00000028788,318,282
ENSMUSG00000028789,6,8
ENSMUSG00000028790,448,349
ENSMUSG00000028792,443,326
ENSMUSG00000028793,85,71
ENSMUSG00000028795,34,22
ENSMUSG00000028796,121,99
ENSMUSG00000028797,332,319
ENSMUSG00000028798,764,532
ENSMUSG00000028799,79,56
ENSMUSG00000028800,104,89
ENSMUSG00000028803,49,49
ENSMUSG00000028807,8,1
ENSMUSG00000028809,752,614
ENSMUSG00000028811,177,152
ENSMUSG00000028820,553,484
ENSMUSG00000028821,107,92
ENSMUSG00000028822,347,272
ENSMUSG00000028825,0,6
ENSMUSG00000028826,114,122
ENSMUSG00000028830,74,60
ENSMUSG00000028832,102,79
ENSMUSG00000028833,61,66
ENSMUSG00000028837,384,271
ENSMUSG00000028840,4,1
ENSMUSG00000028842,42,46
ENSMUSG00000028843,469,381
ENSMUSG00000028847,41,17
ENSMUSG00000028848,79,19
ENSMUSG00000028849,93,87
ENSMUSG00000028850,7,6
ENSMUSG00000028851,305,242
ENSMUSG00000028854,53,45
ENSMUSG00000028857,108,82
ENSMUSG00000028859,35,30
ENSMUSG00000028860,6,2
ENSMUSG00000028861,242,174
ENSMUSG00000028862,4,9
ENSMUSG00000028863,89,62
ENSMUSG00000028864,258,203
ENSMUSG00000028868,466,472
ENSMUSG00000028869,206,172
ENSMUSG00000028871,3,1
ENSMUSG00000028873,245,181
ENSMUSG00000028874,3,3
ENSMUSG00000028878,43,36
ENSMUSG00000028879,129,84
ENSMUSG00000028882,154,73
ENSMUSG00000028883,207,140
ENSMUSG00000028884,306,181
ENSMUSG00000028885,0,0
ENSMUSG00000028886,142,113
ENSMUSG00000028889,104,123
ENSMUSG00000028890,57,43
ENSMUSG00000028893,15,7
ENSMUSG00000028894,193,147
ENSMUSG00000028896,138,137
ENSMUSG00000028898,95,78
ENSMUSG00000028899,88,59
ENSMUSG00000028901,73,54
ENSMUSG00000028902,370,291
ENSMUSG00000028906,123,147
ENSMUSG00000028907,177,142
ENSMUSG00000028910,67,72
ENSMUSG00000028911,43,43
ENSMUSG00000028914,61,50
ENSMUSG00000028917,24,26
ENSMUSG00000028920,112,127
ENSMUSG00000028923,101,96
ENSMUSG00000028926,56,34
ENSMUSG00000028927,6,16
ENSMUSG00000028931,131,130
ENSMUSG00000028932,310,236
ENSMUSG00000028933,60,81
ENSMUSG00000028936,729,492
ENSMUSG00000028937,357,312
ENSMUSG00000028940,1,8
ENSMUSG00000028943,12,16
ENSMUSG00000028944,48,44
ENSMUSG00000028945,213,212
ENSMUSG00000028948,207,146
ENSMUSG00000028952,26,22
ENSMUSG00000028953,316,260
ENSMUSG00000028954,106,89
ENSMUSG00000028955,202,152
ENSMUSG00000028957,31,30
ENSMUSG00000028958,15,8
ENSMUSG00000028959,65,66
ENSMUSG00000028960,140,119
ENSMUSG00000028961,329,270
ENSMUSG00000028962,14,27
ENSMUSG00000028964,726,560
ENSMUSG00000028967,5,6
ENSMUSG00000028969,53,36
ENSMUSG00000028970,74,44
ENSMUSG00000028973,186,135
ENSMUSG00000028974,41,22
ENSMUSG00000028975,33,30
ENSMUSG00000028976,4,1
ENSMUSG00000028977,17,14
ENSMUSG00000028980,89,84
ENSMUSG00000028982,17,17
ENSMUSG00000028986,56,40
ENSMUSG00000028988,8,14
ENSMUSG00000028989,0,0
ENSMUSG00000028990,104,79
ENSMUSG00000028991,151,140
ENSMUSG00000028992,13,19
ENSMUSG00000028995,76,86
ENSMUSG00000028998,239,134
ENSMUSG00000028999,89,50
ENSMUSG00000029001,8,1
ENSMUSG00000029003,66,48
ENSMUSG00000029004,434,429
ENSMUSG00000029007,145,81
ENSMUSG00000029009,19,26
ENSMUSG00000029012,55,45
ENSMUSG00000029014,304,219
ENSMUSG00000029016,48,38
ENSMUSG00000029017,235,198
ENSMUSG00000029020,76,94
ENSMUSG00000029022,117,56
ENSMUSG00000029027,68,38
ENSMUSG00000029028,57,33
ENSMUSG00000029029,61,39
ENSMUSG00000029030,182,138
ENSMUSG00000029033,24,34
ENSMUSG00000029034,105,110
ENSMUSG00000029036,154,119
ENSMUSG00000029038,177,136
ENSMUSG00000029047,29,20
ENSMUSG00000029048,293,264
ENSMUSG00000029049,4,7
ENSMUSG00000029050,72,76
ENSMUSG00000029056,76,76
ENSMUSG00000029060,20,21
ENSMUSG00000029062,173,113
ENSMUSG00000029063,192,167
ENSMUSG00000029064,675,543
ENSMUSG00000029066,202,156
ENSMUSG00000029068,188,186
ENSMUSG00000029071,27,38
ENSMUSG00000029072,1,0
ENSMUSG00000029073,49,34
ENSMUSG00000029075,1,2
ENSMUSG00000029076,559,530
ENSMUSG00000029089,45,29
ENSMUSG00000029090,13,3
ENSMUSG00000029093,49,21
ENSMUSG00000029094,137,97
ENSMUSG00000029096,7,25
ENSMUSG00000029097,67,28
ENSMUSG00000029098,72,63
ENSMUSG00000029101,43,70
ENSMUSG00000029103,188,148
ENSMUSG00000029104,238,149
ENSMUSG00000029106,264,197
ENSMUSG00000029108,47,45
ENSMUSG00000029110,448,296
ENSMUSG00000029111,169,110
ENSMUSG00000029119,83,51
ENSMUSG00000029121,0,3
ENSMUSG00000029125,53,29
ENSMUSG00000029127,42,27
ENSMUSG00000029128,91,86
ENSMUSG00000029131,38,20
ENSMUSG00000029135,14,30
ENSMUSG00000029136,17,10
ENSMUSG00000029141,49,57
ENSMUSG00000029145,50,45
ENSMUSG00000029146,123,117
ENSMUSG00000029147,548,495
ENSMUSG00000029148,210,179
ENSMUSG00000029152,341,278
ENSMUSG00000029153,4,0
ENSMUSG00000029156,13,12
ENSMUSG00000029162,32,20
ENSMUSG00000029163,125,138
ENSMUSG00000029165,44,40
ENSMUSG00000029169,314,301
ENSMUSG00000029171,61,62
ENSMUSG00000029173,84,85
ENSMUSG00000029174,92,91
ENSMUSG00000029175,27,17
ENSMUSG00000029176,128,110
ENSMUSG00000029177,447,334
ENSMUSG00000029178,31,28
ENSMUSG00000029179,45,28
ENSMUSG00000029185,6,9
ENSMUSG00000029186,45,86
ENSMUSG00000029190,73,53
ENSMUSG00000029191,273,246
ENSMUSG00000029192,99,46
ENSMUSG00000029196,7,12
ENSMUSG00000029198,237,157
ENSMUSG00000029199,178,61
